customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0213,Male,0,No,No,25,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.52,1806.77,No
CUST-0214,Male,0,Yes,No,21,Yes,No phone service,No,No internet service,Yes,One year,Yes,Electronic check,116.53,2570.7,No
CUST-0215,Male,1,No,No,61,Yes,Yes,DSL,No internet service,No internet service,One year,No,Electronic check,42.75,2362.94,No
CUST-0216,Female,0,Yes,No,63,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Mailed check,25.97,1565.2,No
CUST-0217,Male,1,No,Yes,52,Yes,Yes,DSL,Yes,No,One year,No,Mailed check,24.99,1299.12,No
CUST-0218,Female,0,Yes,No,25,Yes,No,DSL,No,Yes,One year,Yes,Bank transfer,82.0,1863.47,No
CUST-0219,Male,0,No,Yes,55,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,111.93,5769.59,Yes
CUST-0220,Male,1,No,No,46,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,18.19,909.46,Yes
CUST-0221,Male,0,No,No,32,No,Yes,DSL,No internet service,No,One year,Yes,Credit card,90.58,3174.99,No
CUST-0222,Female,0,No,Yes,55,Yes,No,No,No,No,Two year,No,Mailed check,83.71,4824.81,No
CUST-0223,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,91.23,433.54,No
CUST-0224,Female,0,No,Yes,36,No,Yes,Fiber optic,Yes,Yes,Two year,No,Credit card,53.54,1835.12,No
CUST-0225,Female,1,No,No,49,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Electronic check,100.05,5045.4,No
CUST-0226,Male,0,Yes,No,58,Yes,Yes,DSL,No internet service,No,One year,No,Credit card,22.47,1203.59,No
CUST-0227,Female,0,No,No,39,Yes,No,DSL,Yes,No,Two year,No,Electronic check,93.54,3975.15,No
CUST-0228,Male,0,Yes,Yes,61,Yes,No,No,Yes,No,One year,Yes,Credit card,44.71,2577.21,No
CUST-0229,Male,0,No,Yes,9,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,65.68,650.19,Yes
CUST-0230,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,100.26,601.05,No
CUST-0231,Female,0,No,Yes,35,Yes,No,DSL,No,Yes,Two year,No,Mailed check,45.14,1665.67,No
CUST-0232,Female,0,Yes,No,39,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,36.52,1282.47,Yes
CUST-0233,Female,0,No,No,22,No,No,DSL,No,Yes,Two year,Yes,Electronic check,86.13,2042.18,Yes
CUST-0234,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,71.34,2790.39,No
CUST-0235,Female,1,No,No,5,Yes,No phone service,No,Yes,Yes,One year,No,Electronic check,69.44,358.86,Yes
CUST-0236,Female,0,Yes,No,42,Yes,No phone service,DSL,No internet service,No,One year,No,Credit card,43.68,1946.97,Yes
CUST-0237,Female,0,Yes,Yes,67,Yes,No phone service,DSL,Yes,No,One year,Yes,Electronic check,21.49,1343.12,No
CUST-0238,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,59.03,1750.54,Yes
CUST-0239,Female,0,Yes,Yes,57,No,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Electronic check,28.66,1631.61,No
CUST-0240,Female,0,No,No,29,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,108.6,3031.06,No
CUST-0241,Male,0,No,Yes,37,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,22.13,815.82,No
CUST-0242,Female,0,No,No,13,Yes,No,DSL,No internet service,Yes,One year,Yes,Mailed check,61.17,766.19,No
CUST-0243,Male,0,No,No,32,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,23.22,722.35,No
CUST-0244,Male,0,No,No,46,No,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,27.55,1310.22,Yes
CUST-0245,Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card,83.89,1980.64,No
CUST-0246,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,82.71,3522.65,No
CUST-0247,Male,0,Yes,No,17,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Credit card,21.31,391.07,No
CUST-0248,Male,1,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,One year,No,Bank transfer,18.11,1281.99,No
CUST-0249,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,25.88,155.56,Yes
CUST-0250,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,94.3,1674.74,No
CUST-0251,Male,1,Yes,No,22,Yes,Yes,DSL,No,No internet service,Two year,No,Electronic check,76.46,1640.69,No
CUST-0252,Female,0,Yes,No,33,Yes,No phone service,No,No,No internet service,One year,Yes,Bank transfer,21.81,749.57,No
CUST-0253,Male,0,Yes,No,30,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer,66.81,2073.11,No
CUST-0254,Male,0,No,No,32,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,89.2,2680.96,Yes
CUST-0255,Male,0,No,No,42,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Electronic check,104.9,4556.88,No
CUST-0256,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,111.4,1058.84,Yes
CUST-0257,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,50.74,1650.76,No
CUST-0258,Female,1,Yes,No,34,Yes,No,DSL,No,Yes,Month-to-month,Yes,Credit card,31.58,1116.5,No
CUST-0259,Male,0,Yes,No,28,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer,41.69,1201.12,No
CUST-0260,Male,0,No,No,11,Yes,Yes,No,No,No,Two year,No,Mailed check,95.62,1033.06,Yes
CUST-0261,Female,0,No,No,39,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,115.15,4513.92,Yes
CUST-0262,Male,0,Yes,No,47,Yes,No phone service,DSL,No internet service,Yes,One year,Yes,Credit card,64.64,3309.79,No
CUST-0263,Male,0,No,No,19,Yes,Yes,No,No,No,Month-to-month,No,Credit card,48.54,939.82,No
CUST-0264,Male,0,No,No,15,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,60.92,942.65,No
CUST-0265,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,Two year,No,Bank transfer,48.48,1239.05,No
CUST-0266,Female,0,No,No,24,No,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.65,977.62,Yes
CUST-0267,Female,1,Yes,No,9,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,77.38,668.7,Yes
CUST-0268,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,Yes,Credit card,19.57,927.03,No
CUST-0269,Male,0,No,No,33,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,43.96,1530.93,No
CUST-0270,Female,0,Yes,Yes,62,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.14,5030.17,Yes
CUST-0271,Female,1,Yes,No,19,Yes,Yes,DSL,No internet service,No internet service,One year,No,Mailed check,21.21,391.41,No
CUST-0272,Female,0,No,No,67,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,26.32,1677.44,No
CUST-0273,Female,0,Yes,No,40,No,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,47.34,1800.67,No
CUST-0274,Male,0,No,No,47,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,105.78,5417.98,No
CUST-0275,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,One year,No,Credit card,94.49,6308.24,No
CUST-0276,Male,0,Yes,No,29,Yes,No phone service,No,Yes,No,One year,Yes,Electronic check,20.22,546.03,No
CUST-0277,Female,0,No,No,50,Yes,No phone service,No,No,No internet service,One year,Yes,Credit card,68.17,3560.01,No
CUST-0278,Male,0,No,No,13,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,45.47,617.36,No
CUST-0279,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,82.86,85.62,Yes
CUST-0280,Female,0,No,Yes,34,Yes,No,DSL,Yes,No internet service,Two year,Yes,Electronic check,90.16,2841.49,No
CUST-0281,Female,0,Yes,No,48,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,104.29,4913.8,No
CUST-0282,Female,0,Yes,No,48,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,65.54,2898.5,No
CUST-0283,Male,0,No,Yes,49,Yes,No phone service,DSL,No internet service,No,One year,Yes,Mailed check,117.45,6119.48,Yes
CUST-0284,Female,0,Yes,Yes,64,Yes,No phone service,Fiber optic,No,No internet service,Two year,No,Mailed check,116.0,7654.4,No
CUST-0285,Male,1,No,Yes,61,Yes,Yes,DSL,Yes,Yes,Two year,Yes,Electronic check,106.22,6488.76,Yes
CUST-0286,Male,0,No,No,29,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,75.49,2120.48,Yes
CUST-0287,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,57.8,2111.85,Yes
CUST-0288,Male,0,No,No,26,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,54.44,1304.03,No
CUST-0289,Female,1,No,Yes,17,Yes,No phone service,No,No,No internet service,Month-to-month,No,Mailed check,19.21,357.22,Yes
CUST-0290,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,42.92,2864.27,No
CUST-0291,Male,0,No,Yes,13,Yes,Yes,DSL,No internet service,Yes,Two year,No,Bank transfer,89.88,1065.59,No
CUST-0292,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,78.36,5906.07,No
CUST-0293,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,No,Electronic check,109.64,2878.55,No
CUST-0294,Female,0,No,Yes,49,No,No phone service,Fiber optic,No,No internet service,One year,Yes,Electronic check,23.0,1193.87,No
CUST-0295,Female,1,No,Yes,67,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,33.53,2041.52,No
CUST-0296,Female,1,No,Yes,7,Yes,Yes,DSL,Yes,No internet service,Two year,Yes,Electronic check,96.92,687.52,No
CUST-0297,Male,0,No,Yes,58,Yes,No,DSL,No,Yes,Two year,No,Electronic check,53.85,3059.72,No
CUST-0298,Male,0,No,Yes,49,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,29.83,1541.17,Yes
CUST-0299,Female,1,Yes,No,53,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,117.65,5659.83,Yes
CUST-0300,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card,96.73,6163.83,No
CUST-0301,Male,0,No,No,62,Yes,Yes,DSL,No,No internet service,One year,No,Credit card,58.87,3868.26,No
CUST-0302,Male,0,Yes,No,17,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,100.33,1713.35,Yes
CUST-0303,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,One year,No,Credit card,86.06,3737.61,No
CUST-0304,Female,0,No,No,25,Yes,No,DSL,No internet service,No internet service,Two year,No,Mailed check,97.0,2229.62,No
CUST-0305,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,99.52,276.61,Yes
CUST-0306,Female,1,No,Yes,29,Yes,Yes,DSL,No,Yes,Two year,No,Electronic check,26.47,794.8,Yes
CUST-0307,Female,1,Yes,No,32,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,No,Mailed check,80.3,2659.56,No
CUST-0308,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,Two year,No,Mailed check,18.68,532.22,No
CUST-0309,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,22.35,372.76,No
CUST-0310,Female,1,Yes,No,25,Yes,No,Fiber optic,No internet service,Yes,One year,No,Credit card,108.4,2706.34,No
CUST-0311,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,70.76,4094.11,Yes
CUST-0312,Female,0,Yes,No,28,No,No phone service,No,No internet service,No,Two year,Yes,Mailed check,91.59,2361.65,No
CUST-0313,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card,101.85,5645.76,No
CUST-0314,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,112.96,7029.77,No
CUST-0315,Female,0,Yes,Yes,41,Yes,No,DSL,No internet service,No,One year,No,Bank transfer,104.94,3962.33,No
CUST-0316,Male,0,No,Yes,51,Yes,No phone service,No,Yes,Yes,Month-to-month,No,Mailed check,66.33,3561.11,No
CUST-0317,Male,0,No,No,71,No,No,DSL,No,No,One year,Yes,Electronic check,51.6,3671.51,No
CUST-0318,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Mailed check,33.45,981.06,No
CUST-0319,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,58.03,1083.0,No
CUST-0320,Female,0,No,No,66,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,54.65,3578.29,No
CUST-0321,Male,0,No,No,41,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,73.96,2799.49,No
CUST-0322,Female,0,Yes,No,45,Yes,No phone service,No,No,No,One year,No,Credit card,84.55,3936.33,No
CUST-0323,Female,0,No,No,15,Yes,No phone service,No,No internet service,Yes,Month-to-month,No,Mailed check,115.83,1713.98,No
CUST-0324,Female,0,Yes,No,3,No,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,90.84,289.79,No
CUST-0325,Female,1,No,No,11,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,82.37,851.03,Yes
CUST-0326,Male,0,Yes,No,53,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.51,2568.99,No
CUST-0327,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No internet service,No,Two year,No,Bank transfer,21.45,1015.46,No
CUST-0328,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,46.81,1501.48,No
CUST-0329,Female,0,No,Yes,57,No,No,Fiber optic,Yes,No internet service,One year,Yes,Electronic check,94.84,5375.82,No
CUST-0330,Male,0,Yes,Yes,18,No,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,38.53,725.02,No
CUST-0331,Male,0,No,Yes,51,Yes,Yes,DSL,No internet service,No,One year,Yes,Mailed check,89.22,5004.63,No
CUST-0332,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,75.98,4004.64,Yes
CUST-0333,Male,0,No,No,66,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,35.19,2436.04,Yes
CUST-0334,Female,0,Yes,Yes,8,No,No,Fiber optic,No,No,Two year,No,Mailed check,44.16,370.21,Yes
CUST-0335,Female,0,Yes,No,22,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,67.63,1412.76,Yes
CUST-0336,Male,1,No,No,6,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,59.84,382.99,No
CUST-0337,Male,0,No,No,57,No,Yes,DSL,Yes,No,Month-to-month,No,Credit card,95.86,5360.32,Yes
CUST-0338,Female,0,No,Yes,36,No,No phone service,DSL,No,Yes,Month-to-month,Yes,Mailed check,91.44,3596.0,Yes
CUST-0339,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,75.46,3941.15,Yes
CUST-0340,Male,0,Yes,No,49,Yes,No phone service,DSL,No internet service,No internet service,One year,No,Mailed check,100.23,4848.25,No
CUST-0341,Female,0,No,Yes,45,No,No,No,No,No,Month-to-month,No,Electronic check,74.27,3379.48,Yes
CUST-0342,Male,0,No,Yes,66,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,114.44,7409.77,Yes
CUST-0343,Female,1,No,No,45,No,No phone service,DSL,No,No internet service,One year,No,Electronic check,39.72,1683.94,No
CUST-0344,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card,89.41,1821.46,No
CUST-0345,Male,0,No,No,64,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,54.99,3699.49,No
CUST-0346,Male,0,No,No,67,Yes,No,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,45.9,3164.38,No
CUST-0347,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No internet service,Yes,Two year,No,Credit card,36.04,102.38,No
CUST-0348,Female,0,No,No,54,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,73.25,4138.73,No
CUST-0349,Male,0,Yes,Yes,64,Yes,No,No,No,No,One year,No,Credit card,39.55,2408.13,No
CUST-0350,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,Two year,Yes,Mailed check,38.04,1422.76,No
CUST-0351,Male,0,No,No,59,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Credit card,117.05,7169.3,Yes
CUST-0352,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Bank transfer,98.17,5769.52,Yes
CUST-0353,Female,1,Yes,No,62,Yes,No phone service,DSL,No internet service,Yes,One year,Yes,Bank transfer,92.83,5734.21,No
CUST-0354,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,97.41,392.09,Yes
CUST-0355,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No,Two year,Yes,Credit card,114.89,6621.45,No
CUST-0356,Female,0,No,No,30,Yes,No phone service,Fiber optic,No,No internet service,Two year,No,Mailed check,75.33,2257.47,No
CUST-0357,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,40.02,74.15,Yes
CUST-0358,Male,0,No,No,62,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Credit card,104.22,7050.72,No
CUST-0359,Male,0,Yes,Yes,49,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Mailed check,92.27,4792.83,No
CUST-0360,Female,0,No,Yes,9,No,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,59.43,552.84,No
CUST-0361,Male,0,No,No,31,Yes,Yes,DSL,No internet service,No,One year,Yes,Bank transfer,65.36,2041.64,No
CUST-0362,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,Yes,One year,No,Credit card,59.13,3817.7,No
CUST-0363,Female,0,No,No,48,No,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,110.99,5321.93,Yes
CUST-0364,Male,0,No,No,25,Yes,No,DSL,No internet service,No,Month-to-month,No,Electronic check,52.35,1256.39,No
CUST-0365,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,114.35,3836.98,No
CUST-0366,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card,109.03,897.99,Yes
CUST-0367,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,Two year,No,Mailed check,81.05,5104.64,No
CUST-0368,Male,1,Yes,No,45,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer,75.98,3182.24,Yes
CUST-0369,Male,1,Yes,No,62,Yes,No,Fiber optic,No internet service,No,Two year,No,Bank transfer,55.01,3192.35,No
CUST-0370,Female,0,No,No,39,Yes,No phone service,DSL,Yes,No,One year,Yes,Bank transfer,19.83,763.1,No
CUST-0371,Female,0,Yes,No,58,Yes,No,No,No,No,One year,Yes,Credit card,30.76,1893.59,No
CUST-0372,Female,0,No,No,64,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Bank transfer,93.42,5732.46,No
CUST-0373,Female,0,Yes,No,44,Yes,No phone service,No,No,No internet service,One year,No,Mailed check,65.15,2725.51,No
CUST-0374,Male,0,No,No,29,Yes,No phone service,No,Yes,No internet service,One year,No,Credit card,32.98,979.37,No
CUST-0375,Female,0,Yes,Yes,59,Yes,No phone service,No,Yes,No,One year,No,Credit card,44.4,2638.26,No
CUST-0376,Female,0,No,No,71,Yes,No phone service,No,No,No,Month-to-month,No,Bank transfer,112.78,7303.08,Yes
CUST-0377,Male,0,No,No,9,Yes,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,54.71,451.18,Yes
CUST-0378,Female,0,No,No,6,Yes,No,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,108.77,671.29,Yes
CUST-0379,Male,0,No,No,29,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,48.46,1395.54,No
CUST-0380,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,72.32,4589.67,No
CUST-0381,Female,0,No,No,17,Yes,No,DSL,Yes,No internet service,Two year,No,Bank transfer,20.05,353.02,No
CUST-0382,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,70.19,1013.0,Yes
CUST-0383,Male,0,Yes,No,3,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,81.69,244.14,Yes
CUST-0384,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,41.43,855.14,No
CUST-0385,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,One year,No,Credit card,75.89,4474.92,No
CUST-0386,Male,0,Yes,No,36,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer,82.72,3229.98,Yes
CUST-0387,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,No internet service,One year,No,Mailed check,86.69,5702.65,No
CUST-0388,Male,0,Yes,No,42,Yes,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,95.64,3800.04,No
CUST-0389,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,49.13,1962.76,No
CUST-0390,Male,0,No,No,61,Yes,No phone service,Fiber optic,Yes,No internet service,One year,No,Credit card,74.78,4134.63,No
CUST-0391,Male,1,Yes,Yes,13,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Mailed check,116.16,1448.69,No
CUST-0392,Female,0,No,No,11,Yes,Yes,No,No,Yes,Two year,No,Credit card,107.81,1205.98,No
CUST-0393,Female,0,No,Yes,54,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,113.27,6019.75,Yes
CUST-0394,Male,0,Yes,No,16,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Credit card,56.61,990.77,Yes
CUST-0395,Female,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Credit card,96.69,704.84,No
CUST-0396,Female,0,No,Yes,59,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,79.99,4805.71,Yes
CUST-0397,Female,1,Yes,Yes,57,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,26.27,1604.7,No
CUST-0398,Female,0,No,No,40,Yes,No phone service,No,Yes,Yes,Two year,Yes,Credit card,100.4,4000.53,No
CUST-0399,Male,0,No,No,59,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,85.71,4554.2,No
CUST-0400,Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,37.89,71.88,No
CUST-0401,Female,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Electronic check,25.97,250.55,Yes
CUST-0402,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,101.7,4891.85,Yes
CUST-0403,Male,0,No,No,11,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,25.89,308.24,No
CUST-0404,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,Two year,Yes,Bank transfer,27.14,59.16,No
CUST-0405,Female,1,Yes,No,50,Yes,Yes,No,Yes,No,Two year,No,Mailed check,60.74,3234.87,No
CUST-0406,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Credit card,31.48,366.55,No
CUST-0407,Female,0,No,Yes,23,Yes,No,DSL,No,No,One year,Yes,Electronic check,109.37,2719.71,No
CUST-0408,Female,0,No,No,18,Yes,No,Fiber optic,No internet service,No internet service,One year,No,Mailed check,65.03,1283.31,No
CUST-0409,Female,0,Yes,No,62,No,No phone service,DSL,Yes,No internet service,Month-to-month,No,Mailed check,74.92,4505.76,Yes
CUST-0410,Male,0,No,No,62,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,110.81,6541.21,No
CUST-0411,Female,0,Yes,Yes,38,Yes,No,No,No,No internet service,Month-to-month,No,Credit card,71.03,2724.47,Yes
CUST-0412,Female,0,No,No,67,Yes,No,Fiber optic,No internet service,No,One year,No,Electronic check,53.36,3351.43,No
CUST-0413,Male,0,No,Yes,38,Yes,No,DSL,Yes,Yes,One year,Yes,Mailed check,97.72,3366.25,No
CUST-0414,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Electronic check,62.29,4545.56,No
CUST-0415,Male,0,Yes,No,61,No,No phone service,DSL,No internet service,No,Two year,Yes,Electronic check,49.85,3299.77,No
CUST-0416,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,Two year,Yes,Mailed check,90.32,84.23,Yes
CUST-0417,Female,1,No,Yes,45,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,98.16,4335.69,No
CUST-0418,Female,0,No,Yes,28,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,97.17,2900.89,Yes
CUST-0419,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,One year,No,Credit card,115.77,2509.45,Yes
CUST-0420,Female,1,Yes,Yes,13,Yes,No phone service,Fiber optic,No,No internet service,One year,No,Credit card,96.67,1230.27,Yes
CUST-0421,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,94.99,2689.98,Yes
CUST-0422,Female,1,Yes,No,7,No,No,DSL,No internet service,Yes,Two year,No,Bank transfer,103.75,783.92,No
CUST-0423,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No internet service,Two year,No,Bank transfer,18.02,430.23,No
CUST-0424,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,54.24,2805.07,No
CUST-0425,Male,0,No,No,4,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Credit card,91.76,343.08,Yes
CUST-0426,Male,0,No,Yes,23,Yes,Yes,No,No internet service,No,One year,No,Electronic check,77.97,1941.38,No
CUST-0427,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Bank transfer,35.76,2299.22,No
CUST-0428,Male,0,No,No,33,Yes,No phone service,Fiber optic,Yes,No,Two year,No,Mailed check,48.37,1666.98,No
